CustomerID,idade,sexo,tempo_como_cliente,frequencia_uso,ligacoes_callcenter,dias_atraso,assinatura,duracao_contrato,total_gasto,meses_ultima_interacao,cancelou
185217,53,Female,59,29,6,16,Basic,Annual,231.0,21,1
10664,64,Female,32,13,9,25,Basic,Monthly,186.0,22,1
255130,56,Male,55,9,8,3,Premium,Monthly,796.64,10,1
106465,65,Female,15,15,5,24,Basic,Monthly,813.0,20,1
75115,42,Male,30,22,7,11,Basic,Monthly,127.0,7,1
366044,43,Male,22,28,4,9,Standard,Annual,738.61,18,0
154071,53,Male,8,14,4,29,Standard,Annual,552.0,13,1
328596,27,Male,33,23,0,20,Standard,Annual,768.74,6,0
187771,48,Male,6,27,0,6,Basic,Quarterly,566.0,8,0
198335,46,Female,43,11,6,12,Basic,Quarterly,507.0,21,1
137614,64,Female,17,21,1,8,Standard,Quarterly,260.0,15,1
35813,24,Female,47,22,3,14,Standard,Quarterly,129.0,15,1
412314,30,Female,48,19,2,4,Premium,Annual,622.79,10,0
214356,61,Female,39,25,7,27,Premium,Annual,863.32,2,1
212525,30,Male,45,10,9,21,Premium,Quarterly,490.46,2,1
76107,18,Female,41,16,6,22,Standard,Annual,999.0,27,1
395694,30,Female,8,13,3,9,Premium,Annual,669.74,8,0
281219,31,Female,27,22,0,11,Standard,Annual,626.01,9,0
265408,40,Female,30,10,4,0,Standard,Quarterly,748.18,9,0
280553,34,Female,13,17,0,20,Basic,Quarterly,570.83,8,0
303328,24,Male,11,11,0,13,Standard,Quarterly,969.6,15,0
299310,48,Female,22,13,1,17,Premium,Quarterly,972.58,15,0
126082,31,Male,30,14,2,14,Basic,Monthly,309.0,9,1
155347,38,Female,56,10,3,9,Premium,Monthly,764.0,9,1
238000,30,Female,18,11,8,23,Premium,Quarterly,971.89,10,1
305503,50,Female,29,23,1,4,Standard,Annual,858.02,9,0
368355,30,Male,42,11,0,4,Basic,Quarterly,750.55,5,0
364392,46,Female,6,26,3,12,Premium,Annual,708.62,1,0
295548,46,Male,50,6,3,14,Premium,Annual,971.54,9,0
76636,60,Female,18,14,1,7,Standard,Monthly,688.0,9,1
436097,33,Female,60,30,3,8,Basic,Annual,982.14,7,0
432384,34,Male,41,24,2,12,Basic,Annual,922.22,3,0
172470,46,Male,57,13,9,21,Standard,Quarterly,446.0,27,1
251920,25,Male,25,30,8,18,Basic,Quarterly,973.61,11,1
69458,42,Male,11,15,10,17,Premium,Monthly,919.0,27,1
289699,41,Male,60,27,1,3,Premium,Annual,743.83,24,0
23861,29,Male,59,2,6,3,Basic,Quarterly,400.0,16,1
274143,41,Male,21,18,4,17,Premium,Quarterly,872.79,24,0
110004,59,Male,39,14,0,16,Standard,Annual,127.0,2,1
429383,50,Male,26,22,4,12,Standard,Quarterly,630.28,15,0
292464,41,Female,46,6,1,20,Premium,Annual,851.33,10,0
377013,32,Female,24,17,3,20,Basic,Quarterly,531.44,15,0
198114,52,Female,27,3,6,25,Basic,Monthly,951.0,12,1
39405,23,Female,53,27,3,7,Premium,Annual,191.0,16,1
393941,22,Male,27,10,1,0,Standard,Quarterly,647.46,28,0
370916,25,Female,2,11,0,10,Standard,Quarterly,945.68,13,0
3916,19,Female,32,27,1,0,Standard,Annual,750.0,5,0
124253,28,Male,40,18,8,2,Basic,Quarterly,415.0,3,1
319245,44,Female,37,9,4,18,Basic,Quarterly,583.75,3,0
418947,20,Male,44,20,2,13,Basic,Annual,676.56,4,0
316942,37,Male,6,23,0,10,Standard,Quarterly,787.97,21,0
211052,36,Female,42,4,5,30,Basic,Annual,242.86,20,1
31073,41,Male,22,12,3,1,Premium,Quarterly,177.0,27,1
446559,22,Male,38,10,2,15,Basic,Quarterly,637.51,16,0
223711,57,Male,47,10,5,19,Premium,Annual,136.37,9,1
132185,44,Male,51,19,8,25,Standard,Annual,334.0,1,1
359786,45,Male,36,27,2,15,Standard,Annual,708.55,20,0
84019,19,Female,10,10,4,25,Standard,Monthly,512.0,23,1
32901,45,Female,37,7,2,7,Premium,Annual,187.0,28,1
156842,58,Male,54,29,6,12,Standard,Quarterly,984.0,25,1
60422,56,Female,11,21,3,15,Basic,Annual,788.0,21,1
407287,36,Female,45,28,2,4,Premium,Annual,678.6,4,0
201462,28,Male,31,2,3,21,Premium,Annual,265.0,4,1
53338,27,Female,50,13,5,23,Premium,Quarterly,829.0,17,1
34809,25,Female,36,5,0,2,Standard,Monthly,869.0,28,1
185806,55,Male,11,10,9,27,Standard,Monthly,374.0,26,1
439311,40,Female,32,18,1,5,Basic,Quarterly,903.72,6,0
176630,36,Female,43,16,1,26,Standard,Monthly,628.0,23,1
159668,65,Male,28,24,6,19,Premium,Monthly,851.0,2,1
376998,34,Male,30,14,3,9,Standard,Annual,777.88,25,0
165256,33,Male,44,6,7,8,Premium,Annual,908.0,23,1
186085,56,Female,20,10,9,20,Standard,Annual,540.0,20,1
306014,45,Male,44,8,0,12,Premium,Annual,506.42,18,0
296015,30,Female,55,11,2,10,Standard,Quarterly,687.22,2,0
279962,48,Male,12,14,0,18,Basic,Annual,769.94,13,0
223690,61,Female,49,4,4,16,Basic,Monthly,448.23,29,1
271281,31,Female,34,9,3,6,Standard,Quarterly,574.41,2,0
345185,49,Male,14,27,1,19,Basic,Annual,952.48,3,0
248674,65,Female,26,16,10,22,Standard,Annual,495.58,27,1
157652,44,Female,52,19,2,11,Basic,Annual,517.0,23,1
217837,19,Male,59,20,1,11,Basic,Monthly,697.65,8,1
299827,40,Female,27,2,3,9,Basic,Quarterly,611.15,3,0
419425,33,Male,20,18,2,5,Standard,Quarterly,783.04,17,0
306017,38,Female,36,10,0,18,Premium,Annual,957.87,5,0
160900,22,Female,34,19,7,13,Standard,Monthly,817.0,13,1
19905,18,Female,23,3,4,27,Standard,Annual,267.0,7,1
115097,33,Male,52,17,9,16,Basic,Annual,534.0,4,1
239125,48,Female,56,29,3,23,Standard,Annual,585.56,24,1
373294,24,Male,47,2,2,19,Standard,Quarterly,884.65,12,0
313400,46,Male,36,23,0,17,Premium,Annual,593.34,4,0
329458,25,Female,41,30,0,4,Premium,Quarterly,744.15,6,0
20341,39,Male,8,20,5,5,Premium,Quarterly,522.0,22,1
217800,62,Female,50,26,0,20,Basic,Monthly,389.01,15,1
310353,36,Male,36,10,2,5,Premium,Annual,675.65,27,0
357368,42,Female,36,20,3,2,Standard,Annual,599.12,10,0
43051,31,Female,34,25,3,8,Premium,Quarterly,249.0,2,1
234142,22,Male,50,21,5,13,Standard,Monthly,205.6,8,1
334308,22,Male,12,13,2,7,Standard,Quarterly,991.13,26,0
361682,32,Male,8,10,2,2,Standard,Annual,704.41,29,0
255140,62,Female,59,16,3,4,Basic,Monthly,110.33,24,1
435248,40,Male,13,28,0,0,Premium,Annual,715.39,27,0
324634,37,Male,56,13,3,13,Premium,Annual,817.17,20,0
363262,42,Female,31,26,4,11,Basic,Annual,642.7,11,0
110377,39,Male,3,21,4,17,Standard,Monthly,494.0,6,1
338665,34,Male,12,25,3,20,Basic,Quarterly,866.63,5,0
261026,48,Male,28,30,3,17,Premium,Quarterly,894.95,3,0
121137,56,Female,34,28,1,23,Premium,Annual,663.0,7,1
219708,58,Male,16,23,7,16,Basic,Annual,160.72,29,1
93154,54,Male,2,3,6,7,Premium,Monthly,821.0,3,1
9034,52,Male,36,17,10,4,Premium,Quarterly,108.0,18,1
424528,36,Male,25,16,2,9,Basic,Quarterly,779.12,12,0
322555,45,Female,5,29,3,19,Standard,Quarterly,596.22,8,0
128166,31,Male,60,11,5,5,Premium,Annual,943.0,24,1
375523,47,Male,10,28,1,18,Standard,Annual,997.7,8,0
173714,57,Male,44,16,10,15,Premium,Monthly,769.0,23,1
418254,41,Female,15,18,3,1,Standard,Annual,549.6,8,0
407387,50,Male,26,25,2,9,Basic,Quarterly,540.62,2,0
444679,22,Male,24,15,2,5,Premium,Quarterly,960.92,15,0
170019,22,Female,23,12,5,4,Premium,Annual,602.0,12,1
226899,57,Female,25,20,3,0,Basic,Monthly,681.56,6,1
438833,42,Male,49,28,1,7,Basic,Quarterly,680.45,24,0
144627,42,Male,43,30,2,2,Standard,Monthly,714.0,21,1
342179,35,Female,60,10,1,6,Basic,Quarterly,513.18,12,0
260541,64,Female,56,11,6,26,Basic,Annual,758.74,10,1
269112,30,Female,4,26,2,14,Premium,Quarterly,734.88,6,0
115995,46,Female,49,17,8,21,Basic,Quarterly,375.0,17,1
296882,22,Male,55,4,0,12,Standard,Annual,609.25,10,0
422441,37,Male,48,16,3,19,Premium,Annual,725.25,27,0
304843,23,Male,37,17,0,5,Standard,Annual,992.58,30,0
13990,53,Male,36,19,9,15,Basic,Monthly,605.0,29,1
406007,31,Female,29,30,3,0,Premium,Quarterly,802.75,15,0
275693,31,Male,21,18,2,18,Premium,Quarterly,995.29,28,0
305920,47,Male,9,6,3,20,Standard,Quarterly,812.83,11,0
275011,29,Male,24,12,0,12,Basic,Annual,649.5,24,0
145891,54,Male,10,29,1,1,Premium,Monthly,532.0,3,1
194677,32,Male,56,12,3,5,Premium,Monthly,166.0,10,1
85514,57,Female,3,10,7,1,Standard,Annual,275.0,16,1
347051,50,Male,43,3,0,7,Standard,Quarterly,793.24,21,0
372801,43,Male,1,19,3,6,Premium,Quarterly,980.99,30,0
108364,55,Male,39,12,7,2,Standard,Quarterly,581.0,3,1
411872,40,Female,15,15,2,18,Premium,Annual,892.16,7,0
360296,40,Female,4,18,1,8,Premium,Quarterly,912.95,13,0
209624,43,Female,29,26,1,3,Basic,Monthly,706.67,6,1
125635,58,Female,22,21,3,0,Basic,Quarterly,144.0,12,1
64804,56,Male,58,27,7,2,Standard,Annual,622.0,21,1
98813,40,Female,34,22,4,2,Standard,Annual,693.0,18,1
280572,48,Male,29,23,0,13,Premium,Quarterly,888.78,11,0
310397,45,Male,18,11,1,10,Standard,Annual,544.97,10,0
297606,40,Male,50,1,1,2,Basic,Annual,940.2,3,0
122917,50,Male,3,3,2,4,Basic,Quarterly,454.0,10,1
281922,35,Male,31,16,1,18,Premium,Quarterly,677.39,25,0
247389,32,Male,30,29,0,24,Basic,Annual,780.13,2,1
118500,58,Male,20,11,7,24,Basic,Quarterly,298.0,15,1
394789,34,Male,35,10,1,20,Standard,Annual,889.34,20,0
69210,19,Male,15,7,7,19,Standard,Annual,968.0,23,1
279681,32,Female,8,26,2,5,Standard,Quarterly,664.47,15,0
99231,62,Male,56,29,7,11,Premium,Monthly,892.0,23,1
27956,56,Female,34,27,10,8,Standard,Annual,222.0,7,1
241253,19,Male,44,15,9,5,Basic,Annual,171.07,20,1
314393,41,Male,57,11,0,11,Basic,Annual,779.9,21,0
64295,20,Male,31,11,8,14,Standard,Annual,962.0,24,1
145683,57,Male,31,18,2,15,Standard,Monthly,897.0,25,1
354712,42,Male,7,18,0,16,Basic,Annual,507.24,7,0
325571,41,Male,37,15,3,9,Premium,Annual,916.03,22,0
31208,38,Male,19,4,1,29,Basic,Quarterly,848.0,11,1
444481,33,Male,4,21,2,5,Premium,Quarterly,785.36,11,0
245423,42,Female,39,4,3,6,Basic,Annual,389.24,24,1
177660,19,Male,9,8,7,5,Basic,Monthly,209.0,10,1
119997,31,Female,35,25,5,14,Basic,Quarterly,798.0,11,1
282286,38,Female,57,14,2,12,Standard,Quarterly,782.04,15,0
21439,34,Female,46,10,10,3,Premium,Quarterly,813.0,21,1
282198,28,Female,10,25,2,15,Basic,Quarterly,796.61,7,0
376348,21,Male,8,28,0,19,Premium,Annual,970.88,15,0
241869,45,Female,32,6,1,2,Premium,Monthly,580.77,15,1
50312,61,Female,25,30,10,14,Standard,Annual,535.0,20,1
11339,34,Male,39,3,0,14,Basic,Monthly,624.0,15,1
260968,42,Male,31,1,1,14,Standard,Quarterly,834.4,21,0
194785,62,Female,49,12,2,4,Standard,Monthly,512.0,25,1
293217,23,Male,25,3,1,19,Premium,Quarterly,619.67,9,0
313534,21,Male,59,3,2,16,Standard,Annual,963.13,15,0
330095,29,Male,33,1,1,11,Premium,Annual,663.45,17,0
10223,41,Male,12,16,5,2,Basic,Quarterly,862.0,4,1
82099,29,Female,59,26,9,0,Premium,Monthly,601.0,18,1
138148,57,Female,37,16,8,18,Standard,Quarterly,884.0,3,1
200542,40,Male,34,6,9,10,Basic,Annual,285.0,22,1
208467,53,Male,28,9,2,5,Premium,Annual,716.54,19,1
82493,65,Female,23,22,2,6,Basic,Monthly,489.0,6,1
219679,19,Female,49,10,8,12,Basic,Annual,217.88,26,1
275407,48,Male,55,29,0,6,Standard,Annual,682.0,22,0
257201,38,Male,8,11,3,11,Basic,Quarterly,294.9,5,1
226445,44,Male,41,15,1,5,Standard,Monthly,118.53,7,1
175783,21,Female,8,19,9,19,Basic,Monthly,856.0,2,1
130999,32,Female,42,30,5,1,Basic,Monthly,615.0,16,1
238169,39,Male,35,16,5,18,Standard,Quarterly,604.03,14,1
438467,31,Female,41,8,1,17,Basic,Quarterly,881.77,11,0
117908,51,Male,45,22,1,2,Standard,Monthly,807.0,24,1
392659,48,Male,56,19,1,6,Standard,Annual,825.49,3,0
320312,19,Male,51,22,1,19,Standard,Quarterly,518.56,14,0
71085,63,Female,33,11,5,7,Standard,Quarterly,818.0,26,1
273755,40,Male,17,19,2,15,Standard,Quarterly,751.41,25,0
188492,37,Female,12,30,5,22,Premium,Annual,289.0,23,1
187068,43,Female,14,15,6,11,Basic,Monthly,217.0,18,1
2109,41,Female,27,11,5,19,Basic,Quarterly,580.0,11,1
350614,23,Male,33,30,2,9,Premium,Annual,588.99,3,0
141411,65,Male,40,6,0,5,Premium,Monthly,131.0,20,1
383517,39,Male,16,19,1,17,Premium,Annual,820.58,15,0
431791,47,Female,45,14,2,10,Basic,Quarterly,578.55,9,0
240942,39,Male,49,30,9,9,Basic,Annual,699.56,10,1
332639,20,Male,41,19,1,14,Premium,Quarterly,870.49,7,0
239738,26,Male,33,15,6,11,Basic,Quarterly,134.25,4,1
138539,63,Female,18,28,4,22,Premium,Quarterly,767.0,19,1
405600,36,Male,10,6,0,1,Basic,Quarterly,850.1,5,0
15014,49,Female,16,25,1,20,Premium,Monthly,695.0,30,1
52898,35,Male,31,30,5,6,Premium,Quarterly,181.0,15,1
133261,59,Male,6,5,7,4,Standard,Monthly,911.0,2,1
258195,45,Female,3,26,10,0,Premium,Monthly,901.5,6,1
307418,45,Male,21,15,3,9,Standard,Annual,774.7,5,0
230284,43,Male,55,10,2,25,Premium,Quarterly,275.13,11,1
266454,37,Male,42,25,0,13,Standard,Annual,769.97,12,0
76075,32,Female,21,4,2,18,Premium,Quarterly,129.0,29,1
266923,49,Female,43,27,4,11,Basic,Annual,704.56,5,0
336516,43,Male,1,29,3,8,Standard,Quarterly,549.17,4,0
316530,36,Male,27,5,0,14,Basic,Quarterly,851.34,10,0
47026,41,Female,52,7,8,13,Standard,Annual,533.0,25,1
68998,59,Male,9,30,6,21,Basic,Quarterly,535.0,26,1
125502,27,Female,15,24,9,1,Basic,Annual,828.0,13,1
167495,30,Male,11,20,3,29,Premium,Monthly,444.0,7,1
215394,23,Female,25,10,6,2,Premium,Annual,824.72,7,1
12522,32,Female,3,6,2,8,Standard,Quarterly,378.0,9,1
446855,48,Male,12,17,0,15,Standard,Quarterly,534.3,24,0
40430,51,Male,3,19,0,22,Premium,Monthly,774.0,19,1
190880,19,Male,53,27,7,18,Premium,Monthly,315.0,16,1
62396,18,Male,40,29,8,17,Standard,Annual,826.0,25,1
67836,48,Male,31,19,6,10,Premium,Monthly,964.0,8,1
37111,61,Male,56,1,3,16,Standard,Monthly,206.0,12,1
70538,41,Female,42,20,4,14,Premium,Monthly,779.0,6,1
84359,26,Male,32,1,5,14,Standard,Quarterly,863.0,2,1
128097,34,Female,13,28,0,24,Standard,Monthly,170.0,10,1
84358,25,Male,11,8,9,30,Standard,Monthly,834.0,10,1
431162,22,Female,26,28,0,13,Basic,Annual,796.01,13,0
269654,41,Male,35,10,2,4,Basic,Quarterly,971.09,27,0
178250,34,Female,36,6,4,23,Standard,Quarterly,285.0,15,1
357775,31,Male,18,29,0,0,Basic,Annual,510.85,24,0
8518,32,Male,51,29,2,10,Standard,Annual,176.0,30,1
19307,54,Female,43,7,8,0,Standard,Annual,378.0,26,1
381368,46,Male,51,20,2,14,Basic,Annual,909.3,28,0
380072,49,Male,17,10,0,2,Basic,Quarterly,514.62,27,0
147323,47,Male,39,25,10,29,Premium,Monthly,308.0,13,1
16609,45,Male,46,17,5,18,Basic,Monthly,219.0,7,1
49979,32,Female,51,3,4,10,Basic,Quarterly,972.0,8,1
174621,18,Female,20,27,5,28,Standard,Annual,996.0,6,1
204078,34,Female,45,4,0,6,Standard,Quarterly,209.0,9,1
410421,50,Male,58,12,3,2,Standard,Annual,930.24,1,0
270801,38,Female,41,10,2,19,Standard,Quarterly,667.52,7,0
376644,43,Male,59,7,2,17,Standard,Quarterly,998.65,21,0
384401,41,Female,58,8,0,6,Basic,Annual,560.93,8,0
196218,25,Female,31,11,2,12,Premium,Quarterly,647.0,10,0
345317,34,Female,37,12,2,15,Standard,Annual,570.98,8,0
57955,19,Male,19,27,7,30,Standard,Monthly,619.0,11,1
54077,38,Female,28,3,3,29,Basic,Annual,235.0,16,1
282879,48,Female,45,7,0,6,Standard,Annual,724.67,2,0
350198,50,Female,10,17,5,17,Standard,Quarterly,828.18,6,0
344960,42,Male,25,11,4,15,Basic,Annual,919.73,16,0
373074,42,Male,49,21,2,14,Premium,Annual,507.55,14,0
139637,61,Male,59,8,1,9,Premium,Monthly,387.0,1,1
323504,40,Male,57,29,3,0,Premium,Quarterly,866.55,10,0
262877,30,Female,57,2,0,1,Standard,Annual,866.4,11,0
297325,47,Female,45,28,1,8,Premium,Annual,892.88,12,0
375183,33,Male,58,20,1,18,Standard,Annual,735.48,29,0
221558,27,Female,4,10,7,27,Premium,Monthly,330.79,8,1
361077,20,Male,28,1,0,3,Basic,Annual,943.92,11,0
211455,48,Female,20,12,5,26,Premium,Annual,147.35,2,1
136905,44,Male,59,14,1,14,Basic,Monthly,771.0,11,1
51541,45,Female,27,2,9,3,Premium,Annual,375.0,27,1
383516,44,Male,3,12,0,12,Premium,Annual,763.82,19,0
321755,39,Male,55,25,2,11,Standard,Annual,994.31,22,0
319266,44,Male,8,21,1,19,Standard,Quarterly,817.85,1,0
242601,60,Male,14,2,1,20,Standard,Monthly,781.58,8,1
337,44,Male,42,4,3,3,Basic,Annual,861.0,24,0
318252,35,Male,37,10,1,19,Basic,Annual,550.45,14,0
248957,49,Male,27,29,4,2,Premium,Monthly,671.64,20,1
154797,42,Female,28,2,3,12,Standard,Monthly,784.0,14,1
442300,35,Male,51,16,0,16,Basic,Quarterly,698.36,3,0
110352,63,Male,19,27,1,7,Premium,Monthly,808.0,8,1
338958,50,Female,20,28,3,9,Standard,Annual,972.75,11,0
91597,32,Female,53,8,3,24,Standard,Quarterly,993.0,4,1
95464,61,Female,16,30,0,21,Basic,Monthly,176.0,3,1
399260,46,Male,41,30,2,5,Basic,Quarterly,989.26,5,0
105914,37,Male,9,8,10,4,Premium,Quarterly,713.0,28,1
200839,21,Female,23,13,10,21,Standard,Monthly,186.0,25,1
229026,50,Male,26,8,6,19,Standard,Monthly,467.93,5,1
386931,50,Female,25,17,2,10,Premium,Annual,813.1,11,0
50159,29,Female,54,10,9,30,Standard,Monthly,434.0,26,1
385140,40,Male,51,11,4,18,Basic,Annual,912.54,28,0
25892,46,Female,25,17,3,11,Standard,Quarterly,455.0,12,1
48712,41,Female,44,24,5,30,Standard,Annual,350.0,28,1
121465,21,Female,29,4,4,17,Premium,Quarterly,803.0,23,1
277108,31,Male,3,21,1,3,Standard,Quarterly,678.12,28,0
441202,32,Female,50,12,2,14,Standard,Annual,813.47,7,0
240401,46,Female,46,27,7,25,Standard,Monthly,111.13,26,1
242614,61,Male,17,17,9,29,Premium,Monthly,101.1,17,1
293367,45,Male,33,17,2,4,Standard,Quarterly,911.58,21,0
70499,47,Female,2,5,9,23,Basic,Quarterly,435.0,27,1
131469,19,Female,47,25,4,5,Basic,Quarterly,123.0,8,1
154235,64,Female,13,5,7,6,Standard,Monthly,651.0,6,1
94230,38,Female,55,12,10,2,Standard,Quarterly,746.0,22,1
37379,51,Female,50,19,5,3,Basic,Monthly,188.0,12,1
301404,18,Male,37,16,1,10,Standard,Annual,730.82,17,0
167454,37,Male,22,15,4,1,Standard,Annual,920.0,29,1
386727,18,Female,46,24,0,7,Standard,Quarterly,873.15,11,0
408139,29,Female,11,16,1,18,Premium,Annual,532.4,11,0
161454,47,Female,21,12,6,10,Basic,Monthly,866.0,11,1
66893,31,Female,56,2,9,26,Basic,Quarterly,985.0,6,1
7213,58,Female,29,5,0,15,Standard,Quarterly,922.0,14,1
442902,44,Female,6,25,2,7,Basic,Annual,800.04,7,0
24943,59,Male,1,21,10,0,Standard,Monthly,666.0,23,1
360123,50,Female,42,25,3,9,Basic,Quarterly,822.98,8,0
331656,42,Female,58,3,2,5,Premium,Annual,870.38,2,0
28247,54,Male,28,27,5,18,Premium,Quarterly,670.0,14,1
239606,52,Female,57,26,1,1,Premium,Quarterly,786.09,28,1
329756,50,Male,55,28,2,19,Basic,Quarterly,770.62,20,0
359368,20,Male,12,19,1,1,Premium,Annual,733.01,15,0
416235,50,Female,31,1,3,10,Basic,Quarterly,684.43,15,0
139294,52,Male,53,18,1,11,Standard,Annual,297.0,12,1
77635,53,Male,45,1,5,12,Basic,Quarterly,913.0,20,1
320083,46,Male,48,4,1,3,Basic,Quarterly,919.15,20,0
144717,45,Female,16,17,9,30,Premium,Annual,467.0,9,1
429326,40,Male,8,24,1,15,Standard,Quarterly,884.05,30,0
379775,26,Female,20,26,0,10,Basic,Quarterly,883.48,1,0
361495,27,Female,31,6,2,6,Premium,Quarterly,602.97,15,0
7926,21,Female,44,22,10,13,Standard,Annual,318.0,23,1
262361,37,Male,13,28,0,2,Premium,Annual,892.59,23,0
371426,45,Male,57,9,0,3,Premium,Annual,695.03,11,0
166061,53,Male,59,1,10,15,Standard,Monthly,860.0,10,1
196277,23,Female,59,24,10,6,Basic,Annual,265.0,27,1
209033,58,Male,1,4,3,0,Standard,Monthly,381.05,29,1
130196,55,Female,19,13,6,6,Basic,Quarterly,815.0,30,1
336867,28,Female,50,11,0,10,Basic,Annual,684.9,4,0
136771,30,Male,6,4,8,24,Basic,Annual,641.0,19,1
24114,45,Male,31,12,1,5,Premium,Annual,568.0,7,0
212637,18,Female,4,23,8,5,Basic,Monthly,359.78,10,1
132769,27,Male,3,22,7,2,Premium,Monthly,173.0,11,1
61235,30,Male,9,23,1,9,Basic,Monthly,200.0,12,1
15079,25,Female,36,26,7,14,Standard,Quarterly,513.0,2,1
413977,27,Female,9,16,1,3,Standard,Quarterly,647.79,2,0
193132,59,Female,19,19,6,29,Basic,Monthly,278.0,2,1
368532,47,Male,34,24,1,14,Premium,Quarterly,960.33,10,0
70138,52,Male,24,28,8,4,Premium,Annual,478.0,26,1
318780,35,Female,43,19,1,10,Premium,Quarterly,953.28,13,0
194118,64,Male,32,25,4,15,Premium,Annual,286.0,25,1
78784,38,Female,60,19,2,13,Basic,Monthly,330.0,1,1
177710,60,Male,29,2,5,13,Basic,Monthly,147.0,4,1
171811,34,Male,15,19,6,13,Premium,Monthly,102.0,10,1
70222,54,Female,22,7,0,27,Premium,Quarterly,299.0,25,1
444114,39,Female,15,30,2,17,Premium,Quarterly,765.47,1,0
251628,23,Female,30,20,4,10,Standard,Quarterly,205.9,21,1
67082,43,Female,58,16,5,6,Premium,Annual,660.0,27,1
247315,38,Female,53,7,8,27,Standard,Annual,213.29,19,1
227878,21,Female,22,30,2,11,Standard,Monthly,801.69,19,1
218749,23,Male,5,9,4,24,Basic,Annual,702.0,27,1
66610,47,Female,13,10,1,30,Standard,Quarterly,821.0,21,1
245241,57,Male,48,28,0,22,Basic,Quarterly,621.63,3,1
237605,65,Male,18,10,6,12,Premium,Annual,557.17,25,1
143444,46,Male,32,3,2,15,Standard,Quarterly,198.0,21,1
148679,54,Male,45,19,4,11,Basic,Monthly,265.0,5,1
411234,37,Male,34,6,1,1,Basic,Quarterly,582.62,5,0
120292,43,Female,33,29,3,5,Standard,Annual,844.0,17,1
121753,57,Female,34,7,5,19,Premium,Quarterly,843.0,21,1
323280,42,Male,31,29,0,8,Premium,Annual,753.44,2,0
143254,19,Male,31,12,2,20,Basic,Monthly,237.0,14,1
415096,50,Male,26,25,0,12,Premium,Annual,715.05,17,0
139468,37,Female,56,19,10,29,Premium,Quarterly,170.0,29,1
125735,32,Male,52,9,6,7,Premium,Monthly,484.0,24,1
214861,28,Female,54,22,7,6,Basic,Quarterly,252.26,15,1
329834,40,Female,9,27,2,17,Standard,Annual,744.94,9,0
340589,45,Male,9,18,0,11,Premium,Annual,645.04,19,0
445706,42,Female,59,9,0,14,Basic,Quarterly,761.67,5,0
393070,50,Male,4,22,3,12,Standard,Annual,820.08,9,0
29816,56,Female,43,26,10,26,Basic,Monthly,263.0,14,1
215100,45,Female,14,25,7,25,Standard,Annual,223.25,11,1
94717,52,Male,52,17,3,23,Premium,Quarterly,224.0,10,1
316005,29,Male,44,7,0,7,Standard,Annual,719.26,9,0
166859,36,Male,57,9,6,26,Standard,Monthly,275.0,12,1
324564,36,Female,7,18,3,11,Basic,Annual,818.66,14,0
243134,40,Female,11,30,8,27,Premium,Quarterly,650.0,28,1
286630,50,Male,33,26,4,2,Basic,Annual,666.59,28,0
61935,21,Female,8,22,2,27,Standard,Annual,546.0,24,1
203046,22,Male,26,17,5,2,Standard,Quarterly,590.0,16,1
341212,37,Male,34,20,3,15,Premium,Quarterly,580.28,6,0
58490,25,Female,60,10,3,29,Standard,Quarterly,175.0,6,1
173528,18,Male,20,6,4,4,Premium,Annual,282.0,28,1
426612,50,Male,23,14,5,7,Premium,Annual,552.34,8,0
94544,64,Female,45,21,0,7,Basic,Annual,236.0,26,1
161141,22,Female,27,15,1,2,Basic,Quarterly,450.0,11,1
335074,50,Male,29,18,5,3,Basic,Quarterly,502.39,7,0
378903,26,Female,26,24,1,1,Basic,Annual,697.32,4,0
194021,21,Male,50,8,4,11,Basic,Monthly,269.0,5,1
221735,49,Male,39,23,3,14,Basic,Monthly,287.28,15,1
184210,38,Male,6,8,2,9,Standard,Monthly,610.0,6,1
188385,38,Male,58,17,3,28,Premium,Annual,169.0,30,1
321044,44,Male,48,1,2,11,Basic,Quarterly,758.78,24,0
374741,18,Male,12,12,0,13,Standard,Annual,508.24,5,0
231153,39,Female,60,18,7,28,Premium,Quarterly,352.98,1,1
183978,21,Female,53,21,4,26,Basic,Annual,324.0,6,1
368600,20,Female,36,24,1,18,Standard,Annual,628.11,5,0
436310,37,Female,39,15,1,11,Standard,Annual,896.11,2,0
335134,21,Female,2,21,0,4,Premium,Annual,802.74,9,0
253579,36,Female,27,22,9,21,Basic,Annual,663.28,4,1
308057,48,Female,24,18,0,10,Premium,Annual,561.45,13,0
350088,19,Male,33,7,0,9,Premium,Quarterly,734.47,30,0
176510,29,Female,56,13,10,16,Premium,Annual,654.0,28,1
231191,36,Male,42,30,4,17,Basic,Monthly,488.78,24,1
406710,27,Female,47,4,2,13,Premium,Annual,501.24,2,0
239264,50,Female,16,7,9,2,Basic,Annual,821.87,4,1
410712,37,Female,43,12,1,13,Premium,Quarterly,874.91,14,0
220678,52,Female,60,12,0,2,Premium,Monthly,262.12,21,1
381942,23,Male,14,22,1,14,Standard,Annual,757.95,4,0
150125,57,Female,40,24,1,11,Premium,Monthly,771.0,1,1
236490,53,Male,8,26,4,0,Standard,Annual,505.36,8,1
359049,20,Female,42,5,2,10,Basic,Annual,561.86,5,0
233857,25,Female,45,13,5,16,Basic,Quarterly,627.62,14,1
347127,49,Male,60,5,0,14,Premium,Annual,786.45,1,0
